name,rating,price
Neil-Mendoza-Photography,5,9000
Josh-Vergara-Photography,5,8000
Nevelé-Media,5,7000
Franc-&-Danielle-Photography,5,9000
Whay-Lingat-Studio,4,9000
Ammiel-Viray-Photography,4,7000
Jievin-Studio,4,8000
MJ-Santiago,4,8000
Prestige-Photo-Creations,4,9000
Sweet-Portraits-Kids,4,9000
Shianne-Gomez-Photography,4,8500
Lifetime-Studios,4,9000
Oak-St-Studios,4,8000
